doy = UTC, AirtT = degC, RH = %, WS = m/s, WDir = deg, atmP = kPa, SWin = W/m2, Rain = mm
21-Feb-2020 03:00:001,13.8,41,0.8941,157.5,96.2668,0,0
21-Feb-2020 04:00:001,12.2,62,0.447,270,96.3006,0,0
21-Feb-2020 05:00:001,11.3,65,0.447,315,96.3243,0,0
21-Feb-2020 06:00:001,9.5,58,0,135,96.3345,0,0
21-Feb-2020 07:00:001,7.6,66,0.447,135,96.365,0,0
21-Feb-2020 08:00:001,6.2,71,0,90,96.3379,0,0
21-Feb-2020 09:00:001,5.9,71,0.447,135,96.3277,0,0
21-Feb-2020 10:00:001,5.3,73,0.8941,135,96.3142,0,0
21-Feb-2020 11:00:001,4.2,77,0.447,135,96.2803,0,0
21-Feb-2020 12:00:001,4.7,76,0.447,180,96.2668,0,0
21-Feb-2020 13:00:001,4.9,78,0.447,157.5,96.2668,0,0
21-Feb-2020 14:00:001,3.4,81,0.447,157.5,96.3074,0,0
21-Feb-2020 15:00:001,2.6,82,0,157.5,96.3142,1,0
21-Feb-2020 16:00:001,3.4,81,0.447,135,96.3616,59,0
21-Feb-2020 17:00:001,6.8,74,0.447,135,96.3683,161,0
21-Feb-2020 18:00:001,10.6,62,0.447,90,96.3413,371,0
21-Feb-2020 19:00:001,10.2,66,0.447,0,96.3108,269,0
21-Feb-2020 20:00:001,11.4,64,1.7882,0,96.243,669,0
21-Feb-2020 21:00:001,12.8,61,1.3411,337.5,96.1313,690,0
21-Feb-2020 22:00:001,16.1,35,0.8941,0,96.0195,624,0
21-Feb-2020 23:00:001,17.6,29,1.3411,0,95.9789,522,0
22-Feb-2020 00:00:001,18.8,28,0.8941,0,95.9484,355,0
22-Feb-2020 01:00:001,19.3,27,0.447,0,95.9281,149,0
22-Feb-2020 02:00:001,15.2,61,0.447,270,95.9078,7,0
22-Feb-2020 03:00:001,13.9,51,0.447,90,95.9349,0,0
22-Feb-2020 04:00:001,12.2,52,1.3411,135,95.945,0,0
22-Feb-2020 05:00:001,9.5,65,1.3411,135,95.945,0,0
22-Feb-2020 06:00:001,8.3,69,0.8941,135,95.9721,0,0
22-Feb-2020 07:00:001,7.3,71,0.447,135,95.9281,0,0
22-Feb-2020 08:00:001,6.1,79,0.447,135,95.8875,0,0
22-Feb-2020 09:00:001,5.1,78,0.8941,90,95.857,0,0
22-Feb-2020 10:00:001,3.4,82,0.447,90,95.8502,0,0
22-Feb-2020 11:00:001,4.2,87,0.447,247.5,95.7927,0,0
22-Feb-2020 12:00:001,2.8,84,0.8941,135,95.7927,0,0
22-Feb-2020 13:00:001,2.7,85,0,157.5,95.8231,0,0
22-Feb-2020 14:00:001,1.7,89,0.8941,112.5,95.8502,0,0
22-Feb-2020 15:00:001,1.3,88,0.447,112.5,95.8604,1,0
22-Feb-2020 16:00:001,3.7,84,0.447,135,95.9586,81,0
22-Feb-2020 17:00:001,7.6,75,0.447,270,95.9789,283,0
22-Feb-2020 18:00:001,9.6,67,0.8941,0,95.9823,457,0
22-Feb-2020 19:00:001,11.3,58,1.3411,0,95.9789,585,0
22-Feb-2020 20:00:001,13.9,48,0.8941,0,95.9213,654,0
22-Feb-2020 21:00:001,15.8,45,0.8941,0,95.8367,662,0
22-Feb-2020 22:00:001,19.1,30,1.3411,0,95.8028,606,0
22-Feb-2020 23:00:001,20.6,32,0.8941,315,95.796,496,0
23-Feb-2020 00:00:001,18.6,42,2.2352,292.5,95.7994,341,0
23-Feb-2020 01:00:001,19.9,37,1.7882,247.5,95.7859,145,0
23-Feb-2020 02:00:001,17.1,50,1.3411,225,95.8468,7,0
23-Feb-2020 03:00:001,14.3,58,0.447,90,95.9044,0,0
23-Feb-2020 04:00:001,12.3,64,0.447,135,96.0026,0,0
23-Feb-2020 05:00:001,12.9,67,0.8941,270,96.1178,0,0
23-Feb-2020 06:00:001,11.8,67,0.447,225,96.2024,0,0
23-Feb-2020 07:00:001,7.9,78,0.8941,90,96.2363,0,0
23-Feb-2020 08:00:001,6.6,81,0.447,112.5,96.2261,0,0
23-Feb-2020 09:00:001,6.8,84,0.8941,157.5,96.3108,0,0
23-Feb-2020 10:00:001,5.5,82,0.8941,157.5,96.3751,0,0
23-Feb-2020 11:00:001,4.7,86,0.8941,90,96.348,0,0
23-Feb-2020 12:00:001,4,90,0.447,90,96.4056,0,0
23-Feb-2020 13:00:001,2.7,87,0.8941,135,96.5173,0,0
23-Feb-2020 14:00:001,3.3,89,0.8941,135,96.5952,0,0
23-Feb-2020 15:00:001,2.8,89,0.447,135,96.6596,2,0
23-Feb-2020 16:00:001,4.6,85,0.447,135,96.7544,88,0
23-Feb-2020 17:00:001,9,78,0.447,270,96.8594,286,0
23-Feb-2020 18:00:001,10,75,1.3411,0,96.9136,455,0
23-Feb-2020 19:00:001,11.9,66,1.7882,0,96.9542,538,0
23-Feb-2020 20:00:001,13.9,53,1.7882,0,96.9914,652,0
23-Feb-2020 21:00:001,15.8,53,1.7882,292.5,96.9406,661,0
23-Feb-2020 22:00:001,16.1,56,3.5763,270,96.8966,614,0
23-Feb-2020 23:00:001,16.4,56,3.5763,270,96.9169,500,0
24-Feb-2020 00:00:001,16.3,56,3.1293,270,96.9711,337,0
24-Feb-2020 01:00:001,15.7,60,2.2352,270,96.9881,153,0
24-Feb-2020 02:00:001,13.4,68,1.7882,247.5,97.0219,8,0
24-Feb-2020 03:00:001,12.4,69,0.8941,247.5,97.0727,0,0
24-Feb-2020 04:00:001,11,71,0.447,225,97.1134,0,0
24-Feb-2020 05:00:001,9.3,77,0.8941,157.5,97.1472,0,0
24-Feb-2020 06:00:001,6.8,85,0.8941,90,97.1777,0,0
24-Feb-2020 07:00:001,6.1,90,0.447,112.5,97.2082,0,0
24-Feb-2020 08:00:001,5.6,89,1.3411,135,97.2183,0,0
24-Feb-2020 09:00:001,4.1,90,0.8941,135,97.2488,0,0
24-Feb-2020 10:00:001,3.6,91,0.8941,157.5,97.2285,0,0
24-Feb-2020 11:00:001,2.4,92,0.8941,112.5,97.2454,0,0
24-Feb-2020 12:00:001,1.9,93,0.447,135,97.2183,0,0
24-Feb-2020 13:00:001,1.5,94,0.8941,135,97.2217,0,0
24-Feb-2020 14:00:001,0.5,93,0.447,135,97.2556,0,0
24-Feb-2020 15:00:001,0.3,94,0.447,157.5,97.3098,3,0
24-Feb-2020 16:00:001,3.1,91,0.447,135,97.3606,94,0
24-Feb-2020 17:00:001,6.6,83,1.3411,135,97.3436,281,0
24-Feb-2020 18:00:001,8.2,81,1.3411,0,97.3843,477,0
24-Feb-2020 19:00:001,10.1,73,0.8941,315,97.303,601,0
24-Feb-2020 20:00:001,11.7,52,1.7882,0,97.2251,672,0
24-Feb-2020 21:00:001,13.8,53,1.3411,0,97.1337,678,0
24-Feb-2020 22:00:001,16.6,44,1.3411,0,97.0287,624,0
24-Feb-2020 23:00:001,18.9,36,1.3411,0,96.9982,513,0
25-Feb-2020 00:00:001,20.7,28,0.8941,45,96.9339,357,0
25-Feb-2020 01:00:001,20.3,36,0.6706,281.25,96.9288,157,0
25-Feb-2020 02:00:001,17.2,53,3.1293,270,96.9542,8,0
25-Feb-2020 03:00:001,15.4,49,0.447,202.5,96.9643,0,0
25-Feb-2020 04:00:001,13.8,52,0.8941,157.5,96.9474,0,0
25-Feb-2020 05:00:001,10.9,59,0.447,157.5,97.0084,0,0
25-Feb-2020 06:00:001,9.7,63,0.8941,157.5,97.0287,0,0
25-Feb-2020 07:00:001,7.6,71,0.8941,157.5,97.0118,0,0
25-Feb-2020 08:00:001,7,71,0.8941,112.5,97.0084,0,0
25-Feb-2020 09:00:001,6.3,75,0,112.5,97.0118,0,0
25-Feb-2020 10:00:001,5.2,79,0.447,112.5,97.0321,0,0
25-Feb-2020 11:00:001,4.5,78,0.447,112.5,96.9948,0,0
25-Feb-2020 12:00:001,3.1,84,0.447,135,96.9779,0,0
25-Feb-2020 13:00:001,2.6,86,0.447,135,96.9745,0,0
25-Feb-2020 14:00:001,3.3,83,0,135,97.0219,0,0
25-Feb-2020 15:00:001,2.1,87,0.8941,135,97.0388,4,0
25-Feb-2020 16:00:001,4.2,80,0.447,135,97.0219,90,0
25-Feb-2020 17:00:001,8.4,74,0.447,270,97.049,281,0
25-Feb-2020 18:00:001,10.7,67,0.447,0,97.0422,487,0
25-Feb-2020 19:00:001,13.3,59,0.8941,0,97.0388,585,0
25-Feb-2020 20:00:001,15.9,47,0.8941,337.5,96.9982,632,0
25-Feb-2020 21:00:001,17.2,44,0.8941,337.5,96.9068,643,0
25-Feb-2020 22:00:001,19.4,35,1.3411,0,96.8153,602,0
25-Feb-2020 23:00:001,20.7,29,0.8941,0,96.7612,482,0
26-Feb-2020 00:00:001,23.3,23,1.3411,0,96.7442,339,0
26-Feb-2020 01:00:001,25.1,24,0,90,96.7273,150,0
26-Feb-2020 02:00:001,16.2,69,0.8941,247.5,96.7544,9,0
26-Feb-2020 03:00:001,16.4,50,0.447,135,96.795,0,0
26-Feb-2020 04:00:001,13.7,57,0,135,96.8052,0,0
26-Feb-2020 05:00:001,13.4,60,0.447,90,96.8424,0,0
26-Feb-2020 06:00:001,10.4,68,0.447,135,96.8695,0,0
26-Feb-2020 07:00:001,8.9,73,0.447,90,96.8695,0,0
26-Feb-2020 08:00:001,7.7,74,0.8941,157.5,96.8865,0,0
26-Feb-2020 09:00:001,6.6,77,0.8941,135,96.9169,0,0
26-Feb-2020 10:00:001,6.3,76,0.447,135,96.9102,0,0
26-Feb-2020 11:00:001,5.6,77,0.447,90,96.8831,0,0
26-Feb-2020 12:00:001,4.4,84,0.447,135,96.9305,0,0
26-Feb-2020 13:00:001,3.6,87,0.447,135,96.9779,0,0
26-Feb-2020 14:00:001,2.8,87,0.447,135,96.9982,0,0
26-Feb-2020 15:00:001,2.6,88,0.447,90,97.0524,4,0
26-Feb-2020 16:00:001,6,79,0.447,157.5,97.0829,100,0
26-Feb-2020 17:00:001,9.4,73,0.447,292.5,97.1438,279,0
26-Feb-2020 18:00:001,12.6,64,0.8941,0,97.1337,485,0
26-Feb-2020 19:00:001,12.8,66,1.7882,0,97.1134,609,0
26-Feb-2020 20:00:001,14.9,52,1.3411,0,97.0626,677,0
26-Feb-2020 21:00:001,15.2,65,0.8941,315,96.9745,686,0
26-Feb-2020 22:00:001,18.3,45,1.3411,0,96.8932,629,0
26-Feb-2020 23:00:001,22.4,32,0.8941,0,96.8391,525,0
27-Feb-2020 00:00:001,23,34,0.8941,0,96.7916,368,0
27-Feb-2020 01:00:001,23.6,30,0.447,337.5,96.7747,166,0
27-Feb-2020 02:00:001,19.3,52,0.447,270,96.7679,9,0
27-Feb-2020 03:00:001,17.7,48,0.8941,157.5,96.7849,0,0
27-Feb-2020 04:00:001,15.8,51,0.8941,135,96.795,0,0
27-Feb-2020 05:00:001,13.2,63,0.447,90,96.8255,0,0
27-Feb-2020 06:00:001,10.4,69,0.447,90,96.8594,0,0
27-Feb-2020 07:00:001,10.1,75,0.447,157.5,96.8729,0,0
27-Feb-2020 08:00:001,8.2,77,0.447,157.5,96.8391,0,0
27-Feb-2020 09:00:001,7,80,0.447,157.5,96.8458,0,0
27-Feb-2020 10:00:001,6.1,83,0.447,135,96.8153,0,0
27-Feb-2020 11:00:001,6.3,84,0.447,135,96.7883,0,0
27-Feb-2020 12:00:001,4.5,88,0.447,135,96.7476,0,0
27-Feb-2020 13:00:001,3.8,90,0.447,135,96.7883,0,0
27-Feb-2020 14:00:001,3.8,91,0.447,135,96.7646,0,0
27-Feb-2020 15:00:001,2.6,92,0.447,112.5,96.7883,5,0
27-Feb-2020 16:00:001,5.8,85,0.447,112.5,96.8086,96,0
27-Feb-2020 17:00:001,9.4,83,0.447,270,96.8221,275,0
27-Feb-2020 18:00:001,11.7,77,0.8941,0,96.8391,498,0
27-Feb-2020 19:00:001,13.9,58,0.8941,0,96.7916,622,0
27-Feb-2020 20:00:001,16,53,0.8941,0,96.7408,693,0
27-Feb-2020 21:00:001,17.7,46,0.8941,337.5,96.6562,696,0
27-Feb-2020 22:00:001,18.4,43,1.7882,0,96.5681,644,0
27-Feb-2020 23:00:001,19.3,42,1.7882,0,96.5241,530,0
28-Feb-2020 00:00:001,22.4,35,0.8941,0,96.4903,358,0
28-Feb-2020 01:00:001,21.4,50,0.447,0,96.4632,168,0
28-Feb-2020 02:00:001,18.2,62,0,0,96.4496,7,0
28-Feb-2020 03:00:001,17.6,48,0.447,157.5,96.4733,0,0
28-Feb-2020 04:00:001,14.4,67,0.447,112.5,96.4564,0,0
28-Feb-2020 05:00:001,12.7,61,0.447,135,96.5004,0,0
28-Feb-2020 06:00:001,11.1,67,0.447,112.5,96.5072,0,0
28-Feb-2020 07:00:001,9.9,72,0,135,96.4936,0,0
28-Feb-2020 08:00:001,8.4,77,0.447,112.5,96.5004,0,0
28-Feb-2020 09:00:001,7.8,79,0.8941,157.5,96.4361,0,0
28-Feb-2020 10:00:001,6.7,83,0.447,135,96.4293,0,0
28-Feb-2020 11:00:001,6.7,84,0.447,157.5,96.3988,0,0
28-Feb-2020 12:00:001,6.1,87,0.447,135,96.3683,0,0
28-Feb-2020 13:00:001,5.2,89,0.8941,135,96.3413,0,0
28-Feb-2020 14:00:001,4.9,89,0.447,135,96.3446,0,0
28-Feb-2020 15:00:001,4.9,91,0.447,135,96.3514,4,0
28-Feb-2020 16:00:001,7.2,89,0,157.5,96.4022,106,0
28-Feb-2020 17:00:001,10.8,78,0.447,202.5,96.4666,274,0
28-Feb-2020 18:00:001,11.4,80,1.3411,0,96.4259,438,0
28-Feb-2020 19:00:001,13.2,72,0.8941,315,96.4056,545,0
28-Feb-2020 20:00:001,14.8,64,1.3411,0,96.3345,581,0
28-Feb-2020 21:00:001,15.3,68,1.3411,0,96.2735,625,0
28-Feb-2020 22:00:001,19.2,59,1.3411,0,96.1652,580,0
28-Feb-2020 23:00:001,17.8,58,0.447,315,96.1448,346,0
29-Feb-2020 00:00:001,21,39,1.7882,225,96.1178,248,0
29-Feb-2020 01:00:001,20.3,41,2.2352,247.5,96.1178,142,0
29-Feb-2020 02:00:001,17.8,41,2.6822,270,96.1042,18,0
29-Feb-2020 03:00:001,15.8,36,0.447,247.5,96.1415,0,0
29-Feb-2020 04:00:001,14.8,54,1.3411,270,96.1178,0,0
29-Feb-2020 05:00:001,13,42,0.8941,135,96.1381,0,0
29-Feb-2020 06:00:001,10.7,54,0.8941,135,96.1144,0,0
29-Feb-2020 07:00:001,9.2,68,0.447,225,96.0974,0,0
29-Feb-2020 08:00:001,8.8,66,0,90,96.1076,0,0
29-Feb-2020 09:00:001,7.4,65,0.447,157.5,96.0907,0,0
29-Feb-2020 10:00:001,6.1,69,0.447,112.5,96.0331,0,0
29-Feb-2020 11:00:001,4.9,74,0.447,157.5,96.0162,0,0
29-Feb-2020 12:00:001,4.3,78,0.8941,90,95.9992,0,0
29-Feb-2020 13:00:001,7.1,74,0.447,247.5,95.9925,0,0
29-Feb-2020 14:00:001,3.2,83,0.447,135,95.9586,0,0
29-Feb-2020 15:00:001,2.3,86,0.447,90,95.9755,9,0
29-Feb-2020 16:00:001,4.8,79,0.447,135,96.0263,115,0
29-Feb-2020 17:00:001,8.8,69,0.8941,45,96.0331,292,0
29-Feb-2020 18:00:001,10.2,61,1.3411,0,96.006,512,0
29-Feb-2020 19:00:001,12.3,54,0.8941,0,95.9654,639,0
29-Feb-2020 20:00:001,12.4,57,4.0234,270,95.9552,697,0
29-Feb-2020 21:00:001,13.6,50,3.1293,270,95.8536,713,0
29-Feb-2020 22:00:001,13.1,52,3.5763,270,95.7622,368,0
29-Feb-2020 23:00:001,11.9,58,4.4704,270,95.7757,262,0
01-Mar-2020 00:00:001,10.7,64,3.5763,270,95.7791,95,0
01-Mar-2020 01:00:001,9.6,65,3.5763,270,95.796,76,0
01-Mar-2020 02:00:001,9.3,68,2.2352,270,95.8231,4,0
01-Mar-2020 03:00:001,9.2,66,1.7882,247.5,95.8299,0,0
01-Mar-2020 04:00:001,8.5,67,3.1293,270,95.8333,0,0
01-Mar-2020 05:00:001,7.6,73,2.6822,270,95.8705,0,0
01-Mar-2020 06:00:001,6.7,73,1.3411,247.5,95.8841,0,0
01-Mar-2020 07:00:001,5.7,77,0.447,202.5,95.8976,0,0
01-Mar-2020 08:00:001,3.5,80,0.8941,135,95.8638,0,0
01-Mar-2020 09:00:001,2.8,85,0.447,135,95.8705,0,0
01-Mar-2020 10:00:001,3.5,83,0.447,135,95.8638,0,0
01-Mar-2020 11:00:001,3.6,84,0.447,180,95.8367,0,0
01-Mar-2020 12:00:001,2.9,85,0.447,157.5,95.8198,0,0
01-Mar-2020 13:00:001,3.6,84,0.8941,157.5,95.8672,0,0
01-Mar-2020 14:00:001,4.2,82,0.8941,180,95.8468,0,0
01-Mar-2020 15:00:001,4,81,0,90,95.8638,4,0
01-Mar-2020 16:00:001,4.3,82,0.447,135,95.8638,63,0
01-Mar-2020 17:00:001,5.6,79,0.8941,135,95.9146,149,0
01-Mar-2020 18:00:001,7.2,72,0.8941,135,95.9281,266,0
01-Mar-2020 19:00:001,8.9,57,0.8941,315,95.9823,379,0
01-Mar-2020 20:00:001,10,45,0.8941,270,95.9518,408,0
01-Mar-2020 21:00:001,11.6,36,1.3411,0,95.9044,696,0
01-Mar-2020 22:00:001,12.7,35,2.6822,45,95.8705,656,0
01-Mar-2020 23:00:001,12.7,27,2.6822,0,95.8807,545,0
02-Mar-2020 00:00:001,13.3,32,2.2352,0,95.8976,390,0
02-Mar-2020 01:00:001,13,33,3.1293,0,95.901,190,0
02-Mar-2020 02:00:001,12.4,33,2.6822,0,95.945,13,0
02-Mar-2020 03:00:001,12.4,23,4.0234,0,96.0162,0,0
02-Mar-2020 04:00:001,11.8,29,3.1293,315,96.0839,0,0
02-Mar-2020 05:00:001,11.4,36,2.6822,270,96.1448,0,0
02-Mar-2020 06:00:001,11.6,27,1.7882,292.5,96.2024,0,0
02-Mar-2020 07:00:001,11.8,26,3.1293,337.5,96.2634,0,0
02-Mar-2020 08:00:001,11.5,32,3.5763,0,96.2938,0,0
02-Mar-2020 09:00:001,11.2,34,2.6822,0,96.3006,0,0
02-Mar-2020 10:00:001,11.4,26,1.7882,337.5,96.2905,0,0
02-Mar-2020 11:00:001,11.4,19,1.7882,0,96.1855,0,0
02-Mar-2020 12:00:001,8,28,0.447,202.5,96.1889,0,0
02-Mar-2020 13:00:001,8.1,29,0.8941,90,96.1923,0,0
02-Mar-2020 14:00:001,11.1,41,2.6822,337.5,96.2295,0,0
02-Mar-2020 15:00:001,11.4,41,4.4704,337.5,96.243,8,0
02-Mar-2020 16:00:001,11.2,46,1.7882,315,96.2972,122,0
02-Mar-2020 17:00:001,12.9,37,2.6822,315,96.3243,289,0
02-Mar-2020 18:00:001,15.4,22,0.8941,0,96.3514,537,0
02-Mar-2020 19:00:001,18.1,18,1.3411,67.5,96.3108,645,0
02-Mar-2020 20:00:001,17.5,21,1.3411,337.5,96.2803,704,0
02-Mar-2020 21:00:001,18.8,25,0.8941,0,96.216,712,0
02-Mar-2020 22:00:001,19.9,24,0.447,292.5,96.1347,649,0
02-Mar-2020 23:00:001,21.2,25,0.447,247.5,96.0636,547,0
03-Mar-2020 00:00:001,21.4,27,1.3411,0,96.0162,393,0
03-Mar-2020 01:00:001,20.8,29,0.8941,270,96.0026,191,0
03-Mar-2020 02:00:001,19.6,33,0.447,22.5,95.9891,14,0
03-Mar-2020 03:00:001,16.4,43,0.447,180,96.0297,0,0
03-Mar-2020 04:00:001,14.8,46,0.8941,135,96.0399,0,0
03-Mar-2020 05:00:001,11.3,60,0.447,247.5,96.0534,0,0
03-Mar-2020 06:00:001,9.7,62,0.8941,135,96.0737,0,0
03-Mar-2020 07:00:001,8.7,65,0.447,135,96.0873,0,0
03-Mar-2020 08:00:001,7.3,69,0.447,90,96.1347,0,0
03-Mar-2020 09:00:001,6.8,71,0.8941,90,96.1144,0,0
03-Mar-2020 10:00:001,6.2,77,0.447,135,96.0805,0,0
03-Mar-2020 11:00:001,5.7,76,0.8941,90,96.0399,0,0
03-Mar-2020 12:00:001,5.2,76,0.447,135,96.0263,0,0
03-Mar-2020 13:00:001,5.4,82,0.447,247.5,96.0737,0,0
03-Mar-2020 14:00:001,3.4,82,0.447,112.5,96.0737,0,0
03-Mar-2020 15:00:001,3.6,85,0.447,135,96.0974,10,0
03-Mar-2020 16:00:001,6.8,75,0.447,135,96.1516,124,0
03-Mar-2020 17:00:001,11.4,62,0.447,270,96.1719,287,0
03-Mar-2020 18:00:001,12.6,65,1.3411,0,96.1618,521,0
03-Mar-2020 19:00:001,14.1,59,1.3411,0,96.1211,647,0
03-Mar-2020 20:00:001,16.6,47,1.3411,0,96.05,714,0
03-Mar-2020 21:00:001,17.4,50,1.3411,337.5,95.9857,720,0
03-Mar-2020 22:00:001,20.1,42,1.3411,0,95.9044,664,0
03-Mar-2020 23:00:001,23.3,51,1.3411,45,95.8638,552,0
04-Mar-2020 00:00:001,25.4,21,0.8941,45,95.8231,389,0
04-Mar-2020 01:00:001,25.8,28,0.8941,0,95.796,189,0
04-Mar-2020 02:00:001,18.4,62,0.447,22.5,95.8062,15,0
04-Mar-2020 03:00:001,17.8,47,0.447,112.5,95.8773,0,0
04-Mar-2020 04:00:001,16.4,56,0.447,157.5,95.945,0,0
04-Mar-2020 05:00:001,13.6,63,0.8941,135,95.9721,0,0
04-Mar-2020 06:00:001,12.7,64,0.447,135,95.9958,0,0
04-Mar-2020 07:00:001,10.9,71,0.447,135,96.0229,0,0
04-Mar-2020 08:00:001,9.6,74,0.447,90,96.0162,0,0
04-Mar-2020 09:00:001,8.6,78,0.447,135,96.0263,0,0
04-Mar-2020 10:00:001,7.7,81,0.447,135,96.0636,0,0
04-Mar-2020 11:00:001,5.8,85,0.8941,135,96.0466,0,0
04-Mar-2020 12:00:001,6.3,86,0,135,96.05,0,0
04-Mar-2020 13:00:001,5.3,87,0.447,112.5,96.0805,0,0
04-Mar-2020 14:00:001,4.6,89,0,135,96.111,0,0
04-Mar-2020 15:00:001,4.3,90,0.447,135,96.155,11,0
04-Mar-2020 16:00:001,8.3,81,0,135,96.199,137,0
04-Mar-2020 17:00:001,10.5,73,0.447,292.5,96.2397,288,0
04-Mar-2020 18:00:001,13.2,71,0.8941,0,96.2735,522,0
04-Mar-2020 19:00:001,14.6,62,1.3411,0,96.2566,645,0
04-Mar-2020 20:00:001,15.8,53,1.3411,0,96.2092,713,0
04-Mar-2020 21:00:001,18.2,44,1.7882,0,96.1313,720,0
04-Mar-2020 22:00:001,22.8,36,0.8941,0,96.0703,662,0
04-Mar-2020 23:00:001,23.9,32,0.8941,315,96.0229,553,0
05-Mar-2020 00:00:001,25.8,29,0.8941,247.5,96.0365,394,0
05-Mar-2020 01:00:001,25.1,27,1.7882,180,96.0094,196,0
05-Mar-2020 02:00:001,23.1,31,0.8941,202.5,95.9992,16,0
05-Mar-2020 03:00:001,20,37,0.8941,157.5,96.0128,0,0
05-Mar-2020 04:00:001,17.2,45,0.447,112.5,96.0466,0,0
05-Mar-2020 05:00:001,13.3,60,0.8941,135,96.0907,0,0
05-Mar-2020 06:00:001,12.8,63,0,90,96.1313,0,0
05-Mar-2020 07:00:001,11.1,70,0.447,157.5,96.1482,0,0
05-Mar-2020 08:00:001,9.2,76,0.447,157.5,96.1415,0,0
05-Mar-2020 09:00:001,9.1,72,0.8941,135,96.1381,0,0
05-Mar-2020 10:00:001,7.8,76,0,135,96.1753,0,0
05-Mar-2020 11:00:001,6.4,80,0.447,135,96.1313,0,0
05-Mar-2020 12:00:001,5.6,82,0.8941,135,96.1279,0,0
05-Mar-2020 13:00:001,4.9,81,0,135,96.1482,0,0
05-Mar-2020 14:00:001,4.7,86,0.447,135,96.1652,0,0
05-Mar-2020 15:00:001,4.1,87,0.8941,135,96.2058,10,0
05-Mar-2020 16:00:001,7.3,81,0.447,135,96.2905,147,0
05-Mar-2020 17:00:001,10.4,73,0.447,292.5,96.3379,286,0
05-Mar-2020 18:00:001,11.9,73,1.3411,0,96.2938,525,0
05-Mar-2020 19:00:001,13.6,71,1.3411,0,96.2532,635,0
05-Mar-2020 20:00:001,14.8,73,1.3411,337.5,96.1855,719,0
05-Mar-2020 21:00:001,17.3,66,1.3411,0,96.0873,717,0
05-Mar-2020 22:00:001,20,49,2.2352,180,96.0229,656,0
05-Mar-2020 23:00:001,20.3,44,1.7882,225,95.9823,547,0
06-Mar-2020 00:00:001,20.2,45,1.7882,202.5,95.962,391,0
06-Mar-2020 01:00:001,17.4,55,2.2352,225,95.9349,198,0
06-Mar-2020 02:00:001,15.8,59,0.8941,180,95.9383,13,0
06-Mar-2020 03:00:001,13.4,71,0.8941,157.5,95.9755,0,0
06-Mar-2020 04:00:001,12.1,77,0.8941,157.5,95.9586,0,0
06-Mar-2020 05:00:001,10.8,80,0.447,157.5,95.9721,0,0
06-Mar-2020 06:00:001,10.2,83,0.447,202.5,95.962,0,0
06-Mar-2020 07:00:001,8.8,86,0.8941,135,95.945,0,0
06-Mar-2020 08:00:001,8.7,87,0.447,157.5,95.9586,0,0
06-Mar-2020 09:00:001,7.8,91,0.8941,135,95.9552,0,0
06-Mar-2020 10:00:001,8.1,90,0.447,135,95.9247,0,0
06-Mar-2020 11:00:001,9.1,88,0.8941,225,95.8943,0,0
06-Mar-2020 12:00:001,8.9,88,0.447,157.5,95.8164,0,0
06-Mar-2020 13:00:001,8.6,88,0.8941,202.5,95.8231,0,0
06-Mar-2020 14:00:001,8.4,87,0.447,180,95.7994,0,0
06-Mar-2020 15:00:001,8.4,88,0.8941,157.5,95.796,8,0
06-Mar-2020 16:00:001,9.1,86,0.8941,247.5,95.8062,81,0
06-Mar-2020 17:00:001,9.7,82,0.8941,202.5,95.8333,114,0
06-Mar-2020 18:00:001,10.8,78,1.3411,225,95.8062,386,0
06-Mar-2020 19:00:001,11.3,75,1.3411,202.5,95.7791,298,0
06-Mar-2020 20:00:001,11.8,71,1.3411,135,95.7385,354,0
06-Mar-2020 21:00:001,12.2,70,1.7882,180,95.6707,649,0
06-Mar-2020 22:00:001,12.5,70,2.2352,180,95.5759,499,0
06-Mar-2020 23:00:001,12.3,70,2.2352,180,95.515,439,0
07-Mar-2020 00:00:001,12.2,71,2.2352,180,95.4845,243,0
07-Mar-2020 01:00:001,11.7,73,1.7882,202.5,95.454,140,0
07-Mar-2020 02:00:001,10.9,76,1.3411,202.5,95.4337,17,0
07-Mar-2020 03:00:001,10.2,78,1.3411,225,95.4066,0,0
07-Mar-2020 04:00:001,9.3,80,0.8941,225,95.4134,0,0
07-Mar-2020 05:00:001,8.8,82,0.447,225,95.4371,0,0
07-Mar-2020 06:00:001,8.5,82,0.447,180,95.4405,0,0
07-Mar-2020 07:00:001,8.1,83,0.8941,202.5,95.41,0,0
07-Mar-2020 08:00:001,7.7,85,1.3411,225,95.3998,0,0
07-Mar-2020 09:00:001,7.4,83,2.2352,247.5,95.366,0,0
07-Mar-2020 10:00:001,7.1,82,1.3411,225,95.3626,0,0
07-Mar-2020 11:00:001,7.7,86,3.5763,270,95.3558,0,0
07-Mar-2020 12:00:001,7.3,84,4.0234,270,95.3321,0,0
07-Mar-2020 13:00:001,7.2,84,2.6822,270,95.3694,0,0
07-Mar-2020 14:00:001,6.7,81,1.7882,247.5,95.4168,0,0
07-Mar-2020 15:00:001,6.2,82,0.447,202.5,95.4235,5,0
07-Mar-2020 16:00:001,6.8,80,1.3411,157.5,95.4743,111,0
07-Mar-2020 17:00:001,8.3,75,2.6822,270,95.5522,361,0
07-Mar-2020 18:00:001,7.7,77,3.1293,270,95.5895,269,0
07-Mar-2020 19:00:001,9.2,70,1.7882,270,95.5996,577,0
